Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 18,0.40714285714285714,0.25968109339407747,0.31710709318497915,439.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 19,0.5238095238095238,0.23783783783783785,0.3271375464684015,185.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 23,0.15227817745803357,0.30900243309002434,0.20401606425702812,411.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 24,0.29411764705882354,0.22556390977443608,0.2553191489361702,133.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 25,0.4351145038167939,0.2375,0.30727762803234504,240.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 26,0.0,0.0,0.0,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 27,0.7575757575757576,0.1179245283018868,0.20408163265306123,212.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 28,1.0,0.037037037037037035,0.07142857142857142,135.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 29,0.6298568507157464,0.8257372654155496,0.7146171693735499,373.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 30,0.0,0.0,0.0,126.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 32,0.40041782729805014,0.9170653907496013,0.5574406204556471,627.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 34,0.19296187683284458,0.5456053067993366,0.2850953206239168,603.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 35,0.875,0.06930693069306931,0.12844036697247707,101.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 36,0.6153846153846154,0.21621621621621623,0.32,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 38,0.05714285714285714,0.014466546112115732,0.023088023088023088,553.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 39,1.0,0.040983606557377046,0.07874015748031496,122.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 40,0.57,0.13801452784503632,0.2222222222222222,413.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 41,0.2,0.0071090047393364926,0.013729977116704805,422.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 42,0.36787564766839376,0.16627634660421545,0.22903225806451613,427.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
accuracy,0.39279632152588556,0.39279632152588556,0.39279632152588556,0.39279632152588556,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
macro avg,0.355838731762211,0.22866083377877824,0.21197157208621775,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
weighted avg,0.40405638284547607,0.39279632152588556,0.33250010961240967,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.1,pgd,Poisoned,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 1,0.34065040650406503,0.6348484848484849,0.4433862433862434,660.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 2,0.23728813559322035,0.7689822294022617,0.3626666666666667,619.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 3,0.4792626728110599,0.5306122448979592,0.5036319612590799,392.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 4,0.8155080213903744,0.9457364341085271,0.8758076094759512,645.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 5,0.7144622991347342,0.8906009244992296,0.7928669410150891,649.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 6,0.4791666666666667,0.18699186991869918,0.26900584795321636,246.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 7,0.7777777777777778,0.07142857142857142,0.1308411214953271,196.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 8,0.0,0.0,0.0,125.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 9,0.5714285714285714,0.8664688427299704,0.6886792452830188,337.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 10,0.5281501340482574,0.5472222222222223,0.5375170532060027,360.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 11,0.8,0.06666666666666667,0.12307692307692308,60.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 12,0.4878048780487805,0.11494252873563218,0.18604651162790697,696.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 14,1.0,0.02654867256637168,0.05172413793103448,113.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 15,0.2777777777777778,0.05319148936170213,0.08928571428571429,94.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 16,0.0,0.0,0.0,144.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 18,0.2837209302325581,0.13895216400911162,0.18654434250764526,439.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 19,0.5327868852459017,0.35135135135135137,0.4234527687296417,185.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 23,0.14880201765447668,0.2871046228710462,0.19601328903654486,411.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 24,0.33,0.24812030075187969,0.2832618025751073,133.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 25,0.37777777777777777,0.2125,0.272,240.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 26,1.0,0.013513513513513514,0.02666666666666667,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 27,0.6538461538461539,0.16037735849056603,0.25757575757575757,212.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 28,1.0,0.05185185185185185,0.09859154929577464,135.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 29,0.6098562628336756,0.7962466487935657,0.6906976744186046,373.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 30,0.0,0.0,0.0,126.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 32,0.4554140127388535,0.9122807017543859,0.6075411577270313,627.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 34,0.21343638525564804,0.5953565505804311,0.31422319474835886,603.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 35,0.9166666666666666,0.10891089108910891,0.19469026548672566,101.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 36,0.5,0.1891891891891892,0.27450980392156865,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 38,0.13333333333333333,0.02531645569620253,0.0425531914893617,553.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 39,0.0,0.0,0.0,122.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 40,0.5909090909090909,0.12590799031476999,0.20758483033932135,413.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 41,0.38095238095238093,0.018957345971563982,0.03611738148984198,422.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 42,0.48598130841121495,0.24355971896955503,0.3244929797191888,427.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
accuracy,0.40301430517711173,0.40301430517711173,0.40301430517711173,0.40301430517711173,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
macro avg,0.3749479196985818,0.23683111247870678,0.22072215424161196,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
weighted avg,0.4217241506376007,0.40301430517711173,0.3412168938970184,11744.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.3,pgd,Clean,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 1,0.33749025720966486,0.656060606060606,0.44570252187339165,660.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 2,0.23790523690773066,0.7705977382875606,0.3635670731707317,619.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 3,0.4720357941834452,0.5382653061224489,0.5029797377830751,392.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 4,0.800524934383202,0.9457364341085271,0.8670931058990761,645.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 5,0.7216748768472906,0.9029275808936826,0.8021902806297057,649.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 6,0.5638297872340425,0.21544715447154472,0.31176470588235294,246.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 7,0.5483870967741935,0.08673469387755102,0.14977973568281938,196.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 8,0.0,0.0,0.0,125.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 9,0.5847953216374269,0.8902077151335311,0.7058823529411765,337.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 10,0.5026595744680851,0.525,0.5135869565217391,360.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 11,0.0,0.0,0.0,60.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 12,0.5266666666666666,0.11350574712643678,0.1867612293144208,696.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 14,0.0,0.0,0.0,113.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 15,0.22727272727272727,0.05319148936170213,0.08620689655172414,94.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 16,1.0,0.006944444444444444,0.013793103448275862,144.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 18,0.28125,0.12300683371298406,0.17115689381933438,439.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 19,0.65,0.35135135135135137,0.45614035087719296,185.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 23,0.15225806451612903,0.2871046228710462,0.19898819561551434,411.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 24,0.3076923076923077,0.24060150375939848,0.270042194092827,133.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 25,0.3191489361702128,0.1875,0.23622047244094488,240.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 26,0.0,0.0,0.0,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 27,0.7619047619047619,0.1509433962264151,0.25196850393700787,212.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 28,0.9090909090909091,0.07407407407407407,0.136986301369863,135.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 29,0.6082474226804123,0.7908847184986595,0.6876456876456877,373.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 30,0.2222222222222222,0.015873015873015872,0.02962962962962963,126.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 32,0.4613545816733068,0.9234449760765551,0.6153028692879915,627.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 34,0.2201722017220172,0.593698175787728,0.3212202781516375,603.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 35,1.0,0.09900990099009901,0.18018018018018017,101.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 36,0.5172413793103449,0.20270270270270271,0.2912621359223301,74.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 38,0.08620689655172414,0.018083182640144666,0.029895366218236172,553.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 39,0.9,0.07377049180327869,0.13636363636363635,122.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 40,0.6075949367088608,0.1162227602905569,0.1951219512195122,413.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 41,0.2,0.011848341232227487,0.02237136465324385,422.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
Class 42,0.4788135593220339,0.2646370023419204,0.34087481146304677,427.0,Logistic Regression,30,30,32,4,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,50.3,pgd,Clean,3,7,857,367
